EmployeeNumber,Age,Department,JobRole,Salary,YearsAtCompany,JobSatisfaction,WorkLifeBalance,PerformanceRating,Education,EducationField,Gender,MaritalStatus,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,TerminationDate,Attrition
634,31,IT,System Administrator,65745,9,4,2,5,2,Technical Degree,Male,Married,6,13,2,9,5,9,2016-05-09,2026-03-11,Yes
635,26,Marketing,Brand Manager,79101,9,3,4,3,1,Marketing,Male,Married,3,17,3,3,1,7,2016-05-24,,No
636,21,Marketing,Brand Manager,108722,9,2,4,4,4,Life Sciences,Female,Single,4,18,2,9,9,2,2016-05-26,2019-10-17,Yes
637,41,Marketing,Brand Manager,83156,9,1,1,2,5,Life Sciences,Female,Divorced,6,9,5,9,8,9,2016-05-26,2023-05-14,Yes
638,35,Operations,Operations Specialist,88881,9,4,5,3,1,Technical Degree,Female,Single,9,16,3,1,0,9,2016-05-29,,No
639,24,Operations,Supply Chain Manager,78131,9,3,3,4,5,Technical Degree,Male,Divorced,2,9,6,1,1,6,2016-05-29,2024-11-08,Yes
640,24,Research,Research Scientist,123839,9,5,4,1,2,Life Sciences,Female,Married,9,17,4,9,2,9,2016-05-30,,No
641,32,HR,HR Manager,124723,9,1,5,4,4,Human Resources,Male,Married,4,14,2,9,9,9,2016-05-30,2023-02-11,Yes
642,48,Research,Research Scientist,79765,9,2,3,3,2,Life Sciences,Male,Married,10,9,4,1,1,3,2016-06-08,2022-06-09,Yes
643,32,Finance,Accountant,61390,9,3,4,3,4,Life Sciences,Female,Married,2,16,2,9,2,9,2016-06-08,,No
644,22,IT,System Administrator,107004,8,2,3,1,4,Technical Degree,Female,Married,4,12,2,1,1,6,2016-06-13,2017-10-24,Yes
645,33,IT,Developer,69966,8,2,5,4,5,Technical Degree,Male,Single,2,14,4,8,8,3,2016-06-23,2017-10-02,Yes
646,32,HR,HR Specialist,80222,8,4,2,4,2,Human Resources,Female,Married,10,14,0,2,2,3,2016-06-24,2024-12-12,Yes
647,18,Sales,Sales Manager,77647,8,4,5,1,2,Life Sciences,Male,Married,9,14,0,2,2,4,2016-06-25,2025-01-04,Yes
648,34,Sales,Sales Manager,96984,8,3,1,4,1,Marketing,Male,Divorced,10,13,0,8,8,8,2016-06-26,2022-12-17,Yes
649,33,Sales,Sales Manager,116413,8,5,3,1,2,Other,Male,Married,6,15,5,4,0,8,2016-06-26,2019-10-14,Yes
650,40,Marketing,Brand Manager,101657,8,3,2,2,1,Life Sciences,Female,Single,0,16,0,8,3,8,2016-06-27,2018-01-06,Yes
651,49,Finance,Finance Manager,113669,8,5,3,3,3,Other,Male,Married,8,9,2,2,0,1,2016-07-05,,No
652,44,IT,Technical Specialist,114328,8,2,3,2,3,Other,Female,Married,8,14,6,8,8,8,2016-07-07,2018-10-22,Yes
653,32,HR,Recruiter,48332,8,1,4,5,3,Human Resources,Male,Single,4,9,1,8,8,8,2016-07-17,2025-07-18,Yes
654,26,Finance,Finance Manager,110588,8,3,1,5,2,Other,Female,Single,8,13,4,8,4,1,2016-07-18,2017-08-24,Yes
655,55,IT,IT Manager,125134,8,3,3,5,2,Technical Degree,Male,Divorced,9,9,6,8,6,7,2016-07-18,2024-05-21,Yes
656,35,IT,Engineer,108319,8,5,5,1,1,Technical Degree,Female,Married,5,17,1,8,4,3,2016-07-25,2026-05-12,Yes
657,35,Marketing,Marketing Specialist,72455,8,2,5,4,4,Marketing,Male,Married,4,13,6,2,0,8,2016-07-26,,No
658,34,Sales,Sales Director,138360,8,2,4,2,1,Marketing,Female,Married,2,9,5,1,1,7,2016-07-26,2022-04-25,Yes
659,36,Engineering,Senior Engineer,116388,8,5,1,2,3,Technical Degree,Female,Married,10,8,1,8,8,8,2016-07-30,2025-10-10,Yes
660,33,Engineering,Technical Director,157641,8,2,1,2,1,Life Sciences,Female,Single,10,14,3,8,4,3,2016-07-31,2025-10-07,Yes
661,30,Operations,Supply Chain Manager,73206,8,4,5,2,4,Technical Degree,Male,Married,7,10,0,8,5,3,2016-08-04,2020-06-30,Yes
662,30,Finance,Accountant,85396,8,1,2,5,2,Marketing,Female,Single,3,11,5,8,6,2,2016-08-06,,No
663,34,Operations,Supply Chain Manager,125916,8,3,4,2,1,Life Sciences,Male,Divorced,9,13,6,8,1,8,2016-08-09,2025-01-10,Yes
664,30,Sales,Sales Manager,80245,8,1,4,4,3,Other,Female,Married,2,12,2,2,1,1,2016-08-09,2018-06-30,Yes
665,29,IT,System Administrator,70377,8,3,5,5,3,Technical Degree,Female,Married,5,11,0,8,8,8,2016-08-13,,No
666,35,Finance,Controller,100773,8,4,5,2,2,Other,Male,Married,7,16,0,8,5,6,2016-08-14,2023-08-21,Yes
667,32,Research,Research Director,117939,8,2,2,1,1,Medical,Male,Married,8,13,1,3,1,6,2016-08-14,2025-08-17,Yes
668,47,HR,HR Director,145008,8,5,2,3,4,Other,Male,Single,5,13,3,1,1,8,2016-08-15,,No
669,18,Marketing,Marketing Manager,73577,8,4,1,3,2,Other,Male,Married,4,9,0,8,1,8,2016-08-16,,No
670,43,Marketing,Marketing Manager,110545,8,1,4,3,1,Other,Female,Single,10,13,6,1,0,5,2016-08-18,,No
671,44,IT,IT Manager,136680,8,5,4,5,5,Technical Degree,Male,Divorced,1,14,6,8,0,8,2016-08-23,,No
672,18,HR,HR Director,157346,8,2,5,2,3,Other,Male,Divorced,1,15,4,2,0,8,2016-08-27,,No
673,32,HR,Recruiter,63510,8,4,1,5,4,Life Sciences,Male,Married,8,15,4,7,7,5,2016-09-08,,No
674,32,IT,IT Manager,106883,8,5,4,4,4,Life Sciences,Male,Divorced,1,16,0,8,8,2,2016-09-09,2024-03-09,Yes
675,23,IT,Technical Specialist,88728,8,4,1,1,4,Technical Degree,Male,Married,1,17,1,6,3,6,2016-09-09,2025-03-09,Yes
676,28,Research,Research Scientist,82644,8,4,1,1,3,Life Sciences,Female,Single,2,10,1,8,4,8,2016-09-10,2019-09-18,Yes
677,26,HR,Recruiter,81807,8,2,5,3,1,Human Resources,Male,Divorced,2,17,2,8,6,3,2016-09-10,,No
678,49,Marketing,Marketing Manager,100161,8,3,1,3,2,Life Sciences,Female,Married,3,14,5,8,0,8,2016-09-15,,No
679,42,HR,HR Director,107745,8,5,2,3,1,Human Resources,Male,Married,6,14,5,2,2,4,2016-09-18,,No
680,45,Engineering,Technical Director,91073,8,2,2,2,2,Technical Degree,Male,Married,8,8,5,4,4,8,2016-09-20,2021-11-02,Yes
681,40,HR,Recruiter,48599,8,4,3,4,4,Other,Female,Married,1,15,3,2,2,8,2016-09-23,,No
682,25,Finance,Accountant,94113,8,2,5,4,1,Life Sciences,Male,Divorced,3,11,1,1,1,8,2016-09-25,,No
683,30,Research,Research Scientist,87043,8,3,3,4,4,Life Sciences,Male,Single,8,12,2,8,7,6,2016-09-26,,No
684,38,Research,Research Director,112158,8,5,2,4,5,Life Sciences,Male,Married,1,13,4,3,3,7,2016-09-26,2023-12-24,Yes
685,25,IT,System Administrator,92234,8,3,3,3,4,Technical Degree,Male,Married,9,10,6,8,0,7,2016-10-10,,No
686,40,Research,Research Director,129226,8,1,5,1,4,Life Sciences,Male,Married,10,12,5,4,3,4,2016-10-13,,No
687,33,Finance,Finance Manager,100727,8,5,5,3,2,Marketing,Male,Married,0,17,4,8,1,8,2016-10-14,,No
688,32,Finance,Finance Manager,92665,8,3,1,4,5,Other,Male,Single,9,12,4,5,0,6,2016-10-15,,No
689,40,IT,IT Manager,90991,8,4,4,3,4,Technical Degree,Male,Single,7,8,0,5,5,8,2016-10-17,,No
690,38,IT,Technical Specialist,73881,8,5,1,4,4,Technical Degree,Male,Single,8,10,3,8,5,8,2016-10-18,,No
691,32,Sales,Sales Representative,73106,8,5,5,5,5,Other,Male,Divorced,6,10,2,7,7,3,2016-10-19,,No
692,44,Finance,Finance Manager,79784,8,2,2,1,5,Other,Male,Single,7,8,3,8,8,8,2016-10-23,2023-11-24,Yes
693,26,Finance,Finance Manager,131113,8,4,2,5,1,Marketing,Male,Married,3,14,0,8,6,7,2016-10-25,,No
694,39,Sales,Sales Manager,74102,8,1,1,2,2,Other,Female,Married,3,8,2,8,4,4,2016-10-26,2019-09-21,Yes
695,39,Sales,Account Executive,107157,8,3,5,3,5,Other,Male,Divorced,1,14,2,8,8,8,2016-11-04,2022-11-09,Yes
696,32,IT,Developer,73523,8,2,2,2,5,Technical Degree,Female,Divorced,7,11,1,8,8,3,2016-11-24,,No
697,37,Operations,Supply Chain Manager,78027,8,3,5,3,3,Other,Male,Single,10,16,3,8,2,7,2016-11-28,,No
698,24,IT,Technical Specialist,85305,8,1,2,5,5,Technical Degree,Female,Single,1,14,3,7,7,8,2016-11-30,2021-12-08,Yes
699,42,Sales,Sales Manager,86731,8,1,5,4,2,Other,Male,Married,8,12,1,5,1,8,2016-11-30,2023-02-08,Yes
700,33,Operations,Operations Manager,90842,8,5,3,4,4,Other,Female,Single,3,14,4,8,3,8,2016-12-01,,No
701,30,Engineering,Senior Engineer,112502,8,1,5,3,4,Other,Female,Married,0,16,0,8,8,8,2016-12-06,,No
702,43,IT,Engineer,117913,8,3,5,4,4,Technical Degree,Male,Married,3,17,3,8,4,3,2016-12-11,,No
703,29,IT,IT Manager,117193,8,4,1,5,4,Technical Degree,Female,Divorced,2,13,1,8,5,8,2016-12-12,2024-01-11,Yes
704,23,HR,HR Manager,70533,8,4,3,4,3,Human Resources,Male,Single,5,8,6,8,4,8,2016-12-13,2025-08-19,Yes
705,22,HR,HR Manager,115015,8,5,4,5,5,Other,Male,Divorced,6,13,2,8,8,8,2016-12-13,2018-06-16,Yes
706,39,IT,Engineer,101855,8,3,1,2,4,Other,Female,Single,7,8,5,8,8,8,2016-12-14,,No
707,24,Engineering,Engineering Manager,114723,8,3,4,5,1,Technical Degree,Female,Married,1,11,6,6,6,3,2016-12-18,2019-09-18,Yes
708,49,IT,Engineer,70539,8,1,2,1,4,Life Sciences,Male,Married,5,15,1,4,4,8,2016-12-23,2018-07-12,Yes
709,18,HR,HR Manager,105604,8,3,4,1,5,Other,Male,Married,5,12,5,8,0,8,2016-12-24,,No
710,48,Sales,Sales Representative,65445,8,2,5,1,4,Other,Female,Married,9,12,4,8,1,4,2016-12-28,2026-06-03,Yes
711,36,Finance,Controller,89475,8,1,4,3,3,Life Sciences,Female,Divorced,4,17,0,8,6,6,2017-01-03,2024-04-27,Yes
712,34,Sales,Sales Manager,91008,8,2,1,3,2,Other,Female,Divorced,9,15,5,8,7,8,2017-01-04,2022-04-24,Yes
713,30,IT,Technical Specialist,74722,8,5,1,3,2,Life Sciences,Female,Divorced,9,15,4,8,3,8,2017-01-05,,No
714,38,Finance,Financial Analyst,72166,8,4,4,5,5,Marketing,Male,Single,6,8,5,8,5,2,2017-01-06,2023-12-05,Yes
715,34,IT,Developer,98623,8,5,1,3,2,Life Sciences,Female,Divorced,2,12,2,8,8,8,2017-01-12,2022-10-24,Yes
716,43,IT,System Administrator,67046,8,4,1,2,2,Technical Degree,Male,Married,3,12,2,8,8,8,2017-01-14,2019-04-19,Yes
717,35,Engineering,Engineering Manager,84090,8,5,4,1,1,Technical Degree,Male,Single,9,15,2,8,8,7,2017-01-22,2023-05-07,Yes
718,36,IT,IT Manager,138704,8,3,3,5,5,Technical Degree,Male,Single,8,8,2,8,2,8,2017-01-27,,No
719,32,Marketing,Brand Manager,73382,8,2,3,1,5,Marketing,Male,Single,3,14,1,3,2,7,2017-01-31,,No
720,34,Finance,Finance Manager,99073,8,4,2,3,2,Other,Male,Single,2,14,2,8,2,8,2017-02-06,2026-04-04,Yes
721,37,HR,Recruiter,61445,8,1,1,5,2,Life Sciences,Female,Married,1,16,6,8,8,8,2017-02-09,,No
722,21,Research,Research Scientist,115674,8,2,4,4,2,Life Sciences,Male,Divorced,4,9,2,8,6,4,2017-02-10,2021-09-30,Yes
723,24,IT,Technical Specialist,100549,8,1,1,2,3,Other,Male,Married,3,10,6,3,3,1,2017-02-16,,No
724,40,Operations,Supply Chain Manager,111446,8,2,5,3,4,Other,Female,Married,7,11,1,8,8,3,2017-02-19,,No
725,36,Engineering,Engineering Manager,93565,8,2,1,3,3,Technical Degree,Male,Divorced,6,8,2,6,6,7,2017-02-28,,No
726,33,Marketing,Marketing Director,90631,8,5,1,2,5,Marketing,Male,Single,5,14,4,6,2,8,2017-02-28,2020-02-18,Yes
727,35,Engineering,Engineering Manager,125206,8,4,3,2,1,Life Sciences,Male,Divorced,10,17,4,8,1,8,2017-03-13,2021-09-07,Yes
728,37,IT,IT Manager,133619,8,4,4,4,4,Technical Degree,Female,Married,1,10,3,8,8,7,2017-03-16,2026-10-31,Yes
729,30,Finance,Finance Manager,139852,8,2,1,3,1,Life Sciences,Male,Married,2,10,4,8,5,8,2017-03-20,2024-08-30,Yes
730,28,HR,HR Director,94288,8,3,3,3,5,Human Resources,Male,Married,9,10,0,8,3,3,2017-03-24,,No
731,36,Sales,Sales Representative,52814,8,3,2,1,5,Marketing,Male,Married,8,15,0,6,6,1,2017-03-29,2020-02-04,Yes
732,27,Engineering,Engineering Manager,81600,8,1,3,5,1,Technical Degree,Male,Single,8,16,0,5,4,8,2017-04-02,2019-10-13,Yes
733,38,HR,HR Manager,128027,8,1,3,5,1,Human Resources,Male,Married,4,17,1,8,1,8,2017-04-08,2023-09-07,Yes
734,21,Operations,Operations Manager,111477,8,5,3,1,1,Life Sciences,Male,Single,2,9,4,5,3,8,2017-04-08,2024-10-10,Yes
735,43,IT,IT Manager,142931,8,2,1,5,5,Technical Degree,Male,Divorced,1,17,6,2,1,6,2017-04-09,2021-06-30,Yes
736,38,Marketing,Marketing Manager,118826,8,1,1,2,2,Other,Female,Married,7,17,0,8,1,8,2017-04-16,2024-08-15,Yes
737,37,Finance,Controller,146600,8,1,2,5,1,Marketing,Male,Single,5,8,3,7,1,7,2017-04-20,2024-05-31,Yes
738,42,Engineering,Engineer,73512,8,2,5,5,4,Life Sciences,Male,Married,9,16,1,8,0,1,2017-04-21,,No
739,48,Operations,Operations Manager,113812,8,5,5,1,5,Technical Degree,Male,Single,10,13,3,4,3,1,2017-04-22,2026-09-01,Yes
740,43,HR,HR Manager,125044,8,1,5,4,3,Other,Male,Married,6,16,4,8,1,4,2017-04-23,2019-04-02,Yes
741,20,IT,Engineer,83249,8,5,2,5,3,Technical Degree,Female,Divorced,0,13,2,3,0,7,2017-05-09,2021-02-22,Yes
742,24,IT,Developer,108022,8,4,5,5,4,Technical Degree,Male,Married,0,9,3,8,8,8,2017-05-15,,No
743,30,IT,Engineer,105727,8,5,5,4,2,Technical Degree,Male,Single,9,8,2,4,2,8,2017-05-21,2020-04-24,Yes
744,35,HR,Recruiter,51608,8,3,3,1,1,Human Resources,Female,Married,1,15,1,8,8,8,2017-05-26,2020-08-14,Yes
745,39,Research,Research Scientist,112773,8,3,1,4,5,Life Sciences,Male,Married,9,10,3,8,6,8,2017-05-29,2020-08-20,Yes
746,29,Marketing,Brand Manager,85209,8,5,1,1,1,Marketing,Male,Divorced,2,8,3,4,4,8,2017-05-29,,No
747,36,Marketing,Marketing Specialist,91462,8,3,3,2,5,Marketing,Male,Single,0,15,5,8,8,1,2017-06-04,,No
748,28,IT,System Administrator,108023,8,4,3,1,3,Technical Degree,Male,Married,4,8,1,1,0,4,2017-06-04,2021-10-02,Yes
749,30,Research,Research Director,97225,8,2,3,2,1,Life Sciences,Male,Married,2,15,1,8,8,4,2017-06-04,,No
750,23,Sales,Sales Manager,116603,7,3,1,2,4,Marketing,Male,Single,0,7,0,7,6,3,2017-06-13,,No
751,27,IT,System Administrator,90592,7,3,5,1,2,Life Sciences,Male,Married,7,15,4,7,0,7,2017-06-17,2021-12-27,Yes
752,24,Sales,Sales Representative,69555,7,5,3,3,4,Marketing,Female,Married,10,15,3,7,7,1,2017-06-28,2020-01-04,Yes
753,27,Marketing,Brand Manager,101535,7,4,2,1,2,Life Sciences,Male,Divorced,5,15,3,2,2,7,2017-06-30,2025-04-19,Yes
754,43,IT,IT Manager,107617,7,2,3,5,1,Technical Degree,Male,Divorced,8,9,6,7,5,7,2017-07-09,2023-07-25,Yes
755,27,Finance,Finance Manager,97631,7,5,4,5,1,Other,Male,Married,2,10,1,7,5,2,2017-07-12,,No
756,56,Finance,Finance Manager,126048,7,5,3,3,2,Other,Male,Married,8,11,1,6,2,2,2017-07-16,,No
757,38,IT,System Administrator,88550,7,4,1,2,3,Technical Degree,Male,Single,8,12,4,7,3,7,2017-07-27,,No
758,36,Engineering,Technical Director,114583,7,2,3,3,5,Technical Degree,Female,Divorced,0,15,1,7,7,1,2017-07-29,2020-02-10,Yes
759,28,Research,Research Director,147014,7,4,4,5,4,Other,Female,Divorced,2,10,2,5,1,7,2017-07-31,2020-02-19,Yes
760,40,Operations,Operations Specialist,61294,7,2,2,3,4,Other,Female,Divorced,5,12,2,6,2,7,2017-08-02,2018-11-15,Yes
761,30,Finance,Finance Manager,85908,7,4,5,1,4,Other,Female,Married,7,7,5,7,5,3,2017-08-08,2020-07-07,Yes
762,35,Finance,Finance Manager,87699,7,5,3,3,1,Life Sciences,Male,Married,3,8,2,7,0,7,2017-08-17,2026-07-04,Yes
763,55,Operations,Operations Manager,79255,7,5,4,2,4,Life Sciences,Male,Divorced,4,14,2,7,7,6,2017-08-18,,No
764,34,Marketing,Marketing Manager,108176,7,1,4,1,5,Marketing,Male,Married,8,10,4,7,7,7,2017-08-19,2021-02-08,Yes
765,44,IT,Technical Specialist,109051,7,3,2,4,5,Technical Degree,Male,Married,5,16,3,6,6,7,2017-08-25,2018-10-15,Yes
766,29,Marketing,Marketing Specialist,71143,7,4,1,5,2,Other,Female,Married,6,13,2,7,5,7,2017-08-28,2027-05-23,Yes
767,34,Research,Research Scientist,81748,7,1,3,5,1,Life Sciences,Male,Single,6,10,5,7,0,1,2017-09-05,2022-02-18,Yes
768,49,Finance,Financial Analyst,61450,7,3,4,3,5,Other,Female,Single,3,15,1,7,2,3,2017-09-10,,No
769,29,IT,System Administrator,55020,7,4,2,1,3,Other,Male,Married,3,15,2,7,0,7,2017-09-10,2023-07-18,Yes
770,49,Sales,Sales Representative,54664,7,2,5,4,1,Other,Female,Married,3,10,5,7,4,1,2017-09-13,,No
771,40,IT,Developer,79797,7,3,4,1,1,Other,Female,Divorced,10,14,4,6,2,5,2017-09-24,,No
772,30,HR,Recruiter,51402,7,5,2,5,5,Other,Female,Single,4,12,6,7,1,3,2017-09-26,,No
773,40,IT,IT Manager,95065,7,1,1,1,3,Other,Female,Single,4,7,6,7,2,1,2017-09-28,2027-04-11,Yes
774,42,HR,HR Director,130799,7,3,1,4,2,Other,Male,Single,7,13,6,7,7,2,2017-09-28,,No
775,39,Sales,Sales Manager,80510,7,3,4,3,5,Marketing,Female,Single,8,7,1,3,2,7,2017-10-04,,No
776,22,Marketing,Marketing Manager,72175,7,5,4,2,3,Marketing,Female,Single,1,9,5,5,5,5,2017-10-06,,No
777,29,IT,Developer,117889,7,4,3,1,1,Technical Degree,Female,Married,10,14,2,2,2,3,2017-10-19,2021-08-30,Yes
778,33,Research,Research Director,119837,7,2,2,2,3,Medical,Female,Married,6,15,3,7,2,6,2017-10-22,2026-09-18,Yes
779,34,Research,Research Scientist,107012,7,5,4,5,1,Life Sciences,Female,Married,0,9,1,7,7,7,2017-10-24,,No
780,39,Research,Research Director,101555,7,2,3,3,5,Life Sciences,Female,Divorced,0,7,1,7,1,6,2017-11-09,2027-06-01,Yes
781,36,IT,System Administrator,95751,7,4,3,3,5,Life Sciences,Male,Married,3,7,6,7,4,2,2017-11-09,,No
782,24,Finance,Financial Analyst,97378,7,3,4,1,4,Other,Female,Single,9,13,3,7,0,2,2017-11-15,,No
783,38,Engineering,Senior Engineer,86564,7,2,1,3,4,Other,Male,Single,6,11,6,7,3,7,2017-11-16,2024-12-07,Yes
784,39,Sales,Sales Director,127958,7,1,2,1,4,Marketing,Male,Divorced,1,7,1,4,0,7,2017-11-17,2026-06-09,Yes
785,39,IT,IT Manager,91202,7,1,2,1,5,Life Sciences,Male,Married,10,12,2,6,4,6,2017-11-25,2022-07-02,Yes
786,43,IT,Developer,84276,7,5,1,2,2,Technical Degree,Male,Divorced,1,12,6,6,3,7,2017-11-28,2019-03-14,Yes
787,41,Finance,Finance Manager,99575,7,4,4,3,5,Marketing,Male,Divorced,0,10,6,5,5,7,2017-12-01,2026-06-09,Yes
788,38,Engineering,Engineer,81727,7,5,2,1,3,Technical Degree,Male,Divorced,9,13,6,7,6,1,2017-12-03,,No
789,34,Marketing,Marketing Director,88081,7,5,4,2,5,Marketing,Male,Divorced,1,13,1,7,7,7,2017-12-08,2020-08-20,Yes
790,21,Finance,Accountant,85059,7,5,4,4,5,Marketing,Male,Married,6,15,2,1,0,5,2017-12-12,,No
791,38,IT,System Administrator,105805,7,1,3,2,1,Technical Degree,Male,Married,8,7,3,7,7,7,2017-12-12,2020-01-27,Yes
792,36,Operations,Operations Manager,106198,7,1,1,2,1,Technical Degree,Female,Divorced,5,11,0,7,7,2,2017-12-12,2025-08-23,Yes
793,37,Research,Research Director,137168,7,5,4,1,1,Life Sciences,Female,Married,9,16,3,7,3,7,2017-12-13,,No
794,24,HR,Recruiter,51389,7,1,5,5,5,Human Resources,Female,Single,1,9,2,7,5,7,2017-12-18,,No
795,26,Sales,Sales Director,98642,7,4,1,5,2,Marketing,Female,Married,9,13,4,1,1,4,2017-12-23,2024-03-05,Yes
796,43,Engineering,Senior Engineer,88881,7,5,2,5,3,Technical Degree,Female,Married,9,10,6,7,6,3,2017-12-30,,No
797,34,IT,Developer,74329,7,1,3,2,3,Other,Male,Divorced,8,10,3,7,6,4,2017-12-31,2023-10-04,Yes
798,40,Marketing,Brand Manager,87831,7,2,2,1,2,Marketing,Female,Married,6,7,4,4,4,4,2018-01-01,2024-06-28,Yes
799,35,HR,HR Director,144235,7,5,2,3,2,Human Resources,Female,Married,10,7,4,6,6,7,2018-01-01,2025-09-02,Yes
800,35,Sales,Sales Director,115572,7,5,1,2,3,Marketing,Male,Divorced,0,16,2,7,7,7,2018-01-05,,No
801,42,Marketing,Marketing Manager,91527,7,4,2,2,4,Other,Male,Divorced,8,8,2,5,5,7,2018-01-18,2026-08-10,Yes
802,30,Operations,Operations Manager,97004,7,3,4,1,1,Life Sciences,Female,Married,1,8,6,7,7,4,2018-01-18,2026-05-10,Yes
803,35,Sales,Sales Manager,114581,7,3,2,4,1,Marketing,Male,Single,3,7,0,5,5,5,2018-01-22,2020-07-14,Yes
804,31,HR,HR Specialist,58631,7,4,3,2,3,Human Resources,Female,Married,8,14,5,2,2,2,2018-01-22,,No
805,31,Engineering,Engineering Manager,146063,7,4,3,4,2,Other,Male,Married,3,12,1,4,4,4,2018-01-22,2019-10-13,Yes
806,32,Marketing,Marketing Director,148251,7,4,5,4,4,Marketing,Male,Single,2,12,3,7,7,7,2018-01-24,,No
807,36,IT,Technical Specialist,103471,7,3,3,5,3,Other,Male,Single,0,16,2,2,1,3,2018-01-24,2023-02-05,Yes
808,31,Operations,Supply Chain Manager,76256,7,4,2,1,1,Life Sciences,Male,Married,6,16,3,7,7,1,2018-02-02,2019-08-06,Yes
809,45,Sales,Sales Representative,83065,7,1,3,4,5,Life Sciences,Male,Married,5,15,5,7,2,7,2018-02-14,2020-03-16,Yes
810,27,HR,Recruiter,50378,7,5,1,1,2,Human Resources,Female,Married,9,11,5,7,5,7,2018-02-15,,No
811,33,Research,Research Analyst,76881,7,5,3,5,5,Medical,Female,Single,3,10,6,3,3,6,2018-02-16,,No
812,31,Engineering,Senior Engineer,134547,7,2,4,1,3,Technical Degree,Female,Married,5,12,4,7,7,7,2018-02-21,2021-10-03,Yes
813,46,HR,HR Specialist,67849,7,2,1,2,1,Other,Male,Married,5,14,6,7,3,7,2018-02-26,,No
814,36,Engineering,Engineering Manager,86940,7,5,5,4,4,Technical Degree,Female,Single,3,7,1,7,3,2,2018-02-27,,No
815,43,IT,Engineer,108610,7,1,4,1,5,Life Sciences,Male,Single,5,13,0,1,0,5,2018-02-28,,No
816,23,IT,Technical Specialist,76074,7,3,2,3,4,Technical Degree,Male,Married,9,14,3,1,0,7,2018-03-05,,No
817,37,IT,System Administrator,88518,7,3,2,1,1,Technical Degree,Male,Divorced,10,15,1,7,7,7,2018-03-06,,No
818,42,Research,Research Director,109789,7,1,2,4,5,Life Sciences,Male,Married,7,14,0,6,6,1,2018-03-10,2020-07-03,Yes
819,35,Operations,Supply Chain Manager,73333,7,3,4,5,4,Technical Degree,Male,Single,2,13,3,7,4,3,2018-03-22,,No
820,43,IT,Technical Specialist,92152,7,4,4,5,4,Technical Degree,Male,Married,3,9,1,7,7,6,2018-03-23,2020-10-08,Yes
821,30,Finance,Finance Manager,139475,7,5,4,4,5,Life Sciences,Female,Divorced,9,8,2,7,5,7,2018-03-23,,No
822,46,Operations,Operations Manager,85517,7,5,1,2,1,Life Sciences,Female,Single,0,9,3,5,5,6,2018-03-28,2022-07-28,Yes
823,53,IT,Technical Specialist,79178,7,1,1,2,4,Technical Degree,Male,Married,3,10,1,7,7,1,2018-03-30,2022-12-29,Yes
824,32,Research,Research Analyst,89469,7,3,2,5,3,Life Sciences,Male,Married,10,10,5,6,3,4,2018-04-05,,No
825,31,Research,Research Director,95472,7,2,3,5,5,Medical,Male,Single,9,12,0,6,1,6,2018-04-12,,No
826,46,Marketing,Marketing Director,100654,7,2,2,4,2,Marketing,Male,Divorced,9,13,1,1,1,7,2018-04-20,2026-05-29,Yes
827,47,Engineering,Senior Engineer,82572,7,3,5,2,2,Technical Degree,Female,Married,8,10,2,5,3,7,2018-04-21,,No
828,30,Finance,Controller,88698,7,2,1,5,1,Other,Male,Married,7,16,6,7,1,4,2018-04-21,,No
829,31,Engineering,Engineer,74245,7,1,4,2,3,Technical Degree,Female,Single,10,12,3,4,3,7,2018-04-23,,No
830,32,Operations,Operations Manager,93946,7,1,1,5,4,Life Sciences,Female,Single,3,15,3,3,2,3,2018-04-28,2025-02-25,Yes
831,24,Operations,Supply Chain Manager,101645,7,3,4,1,2,Other,Male,Married,6,12,3,1,1,7,2018-04-29,,No
832,27,IT,IT Manager,101658,7,2,5,3,1,Technical Degree,Female,Married,9,9,2,7,0,1,2018-05-04,,No
833,26,Research,Research Scientist,85797,7,1,5,1,3,Medical,Male,Single,2,7,0,2,1,4,2018-05-05,,No
834,28,Finance,Finance Manager,105958,7,1,1,5,3,Other,Male,Single,8,16,3,3,3,7,2018-05-08,,No
835,34,IT,IT Manager,133494,7,4,4,3,1,Other,Male,Single,9,16,0,4,4,7,2018-05-19,2021-05-28,Yes
836,36,IT,Technical Specialist,96998,7,4,5,3,1,Technical Degree,Male,Divorced,3,11,1,7,7,4,2018-05-25,,No
837,47,Marketing,Marketing Director,99306,7,1,2,5,4,Life Sciences,Male,Married,1,16,5,6,0,2,2018-06-02,,No
838,27,Marketing,Marketing Manager,81885,7,3,2,5,1,Marketing,Male,Divorced,9,16,5,7,7,2,2018-06-04,,No
839,42,Sales,Sales Manager,72443,7,5,4,2,4,Other,Female,Single,4,9,0,7,7,4,2018-06-09,,No
840,33,Research,Research Scientist,93911,6,5,1,5,4,Life Sciences,Female,Divorced,1,13,0,6,3,4,2018-06-11,,No
841,34,IT,Engineer,79758,6,1,5,4,5,Life Sciences,Female,Single,9,15,5,6,6,2,2018-06-14,2027-11-20,Yes
842,40,Sales,Sales Manager,88091,6,1,1,5,3,Other,Male,Married,5,6,3,6,6,6,2018-06-16,2024-05-06,Yes
843,26,IT,Technical Specialist,100932,6,1,2,4,3,Technical Degree,Female,Divorced,10,7,4,4,4,6,2018-06-16,2021-12-11,Yes
